No,Tanggal,Jenis Trans,IN/OUT,Product Code/Model,Jenis Barang,Nama Barang,Serial Number,Gudang/Rak,Jumlah,Keterangan,,,Jenis Trans,IN/OUT,ket,,,,,,,
989,3-Oct-25,MASUK,IN,MDZ-24-AA,Android TV,Mi TV Stick Android TV,26919/800007500563,Lemari Kaca,1,"PO 4500433952, PR 1000435378",Android TVMi TV Stick Android TV,,,,,,,,,,,
990,3-Oct-25,ADJ +,IN,MDZ-24-AA,Android TV,Mi TV Stick Android TV,26919/800005475496,Lemari Kaca,1,,Android TVMi TV Stick Android TV,,,,,,,,,,,
991,6-Oct-25,KELUAR,OUT,,Printer Ink,EPSON Ink 003 Black,,Lemari Kaca,2,SR1800249 - Putri Purnama Sapey (WB),Printer InkEPSON Ink 003 Black,,,,,,,,,,,
992,9-Oct-25,KELUAR,OUT,CJ688TPBU,Jack Module,PANDUIT Mini-com tx6 Plus Jack Module,,Lemari,2,,Jack ModulePANDUIT Mini-com tx6 Plus Jack Module,,,,,,,,,,,
993,13-Oct-25,KELUAR,OUT,,Printer Ink,EPSON Ink 003 Black,,Lemari Kaca,1,SR1805443 - Jamardi Boang Manalu (WS),Printer InkEPSON Ink 003 Black,,,,,,,,,,,
994,13-Oct-25,KELUAR,OUT,,Printer Ink,EPSON Ink 003 Cyan,,Lemari Kaca,1,SR1805443 - Jamardi Boang Manalu (WS),Printer InkEPSON Ink 003 Cyan,,,,,,,,,,,
995,13-Oct-25,KELUAR,OUT,,Printer Ink,EPSON Ink 003 Magenta,,Lemari Kaca,1,SR1805443 - Jamardi Boang Manalu (WS),Printer InkEPSON Ink 003 Magenta,,,,,,,,,,,
996,13-Oct-25,KELUAR,OUT,,Printer Ink,EPSON Ink 003 Yellow,,Lemari Kaca,1,SR1805443 - Jamardi Boang Manalu (WS),Printer InkEPSON Ink 003 Yellow,,,,,,,,,,,
997,17-Oct-25,KELUAR,OUT,,Printer Ink,EPSON Ink 003 Black,,Rak F,1,SR1809411 - Kristiayu Boroallo (Biodiesel),Printer InkEPSON Ink 003 Black,,,,,,,,,,,
998,17-Oct-25,KELUAR,OUT,,Keyboard Mouse,LOGITECH Silent Wireless Combo,,Rak E,1,Mahakam M.R,Keyboard MouseLOGITECH Silent Wireless Combo,,,,,,,,,,,
999,17-Oct-25,ADJ -,OUT,,Stationary,Transparent Tape 2 in,,Lemari,2,,StationaryTransparent Tape 2 in,,,,,,,,,,,
1000,17-Oct-25,MUT K,OUT,,Printer Ink,EPSON Ink 003 Black,,Rak F,4,,Printer InkEPSON Ink 003 Black,,,,,,,,,,,
1001,17-Oct-25,MUT K,OUT,,Printer Ink,EPSON Ink 003 Cyan,,Rak F,2,,Printer InkEPSON Ink 003 Cyan,,,,,,,,,,,
1002,17-Oct-25,MUT K,OUT,,Printer Ink,EPSON Ink 003 Magenta,,Rak F,2,,Printer InkEPSON Ink 003 Magenta,,,,,,,,,,,
1003,17-Oct-25,MUT K,OUT,,Printer Ink,EPSON Ink 003 Yellow,,Rak F,2,,Printer InkEPSON Ink 003 Yellow,,,,,,,,,,,
1004,17-Oct-25,MUT M,IN,,Printer Ink,EPSON Ink 003 Black,,Lemari Kaca,4,,Printer InkEPSON Ink 003 Black,,,,,,,,,,,
1005,17-Oct-25,MUT M,IN,,Printer Ink,EPSON Ink 003 Cyan,,Lemari Kaca,2,,Printer InkEPSON Ink 003 Cyan,,,,,,,,,,,
1006,17-Oct-25,MUT M,IN,,Printer Ink,EPSON Ink 003 Magenta,,Lemari Kaca,2,,Printer InkEPSON Ink 003 Magenta,,,,,,,,,,,
1007,17-Oct-25,MUT M,IN,,Printer Ink,EPSON Ink 003 Yellow,,Lemari Kaca,2,,Printer InkEPSON Ink 003 Yellow,,,,,,,,,,,
1008,1-Sep-25,ADJ -,OUT,HEA150,HDMI Extender,HDMI Extender,,Lemari Kaca,3,,HDMI ExtenderHDMI Extender,,,,,,,,,,,
1009,27-Oct-25,KELUAR,OUT,W2311A,Printer Cartridge,HP Toner Cartridge 215A Cyan,,Lemari Kaca,1,SR1812944 - Reski Fadillah (KCP),Printer CartridgeHP Toner Cartridge 215A Cyan,,,,,,,,,,,
1010,27-Oct-25,KELUAR,OUT,W2313A,Printer Cartridge,HP Toner Cartridge 215A Magenta,,Lemari Kaca,1,SR1812944 - Reski Fadillah (KCP),Printer CartridgeHP Toner Cartridge 215A Magenta,,,,,,,,,,,
1011,27-Oct-25,KELUAR,OUT,W2312A,Printer Cartridge,HP Toner Cartridge 215A Yellow,,Lemari Kaca,1,SR1812944 - Reski Fadillah (KCP),Printer CartridgeHP Toner Cartridge 215A Yellow,,,,,,,,,,,
1012,27-Oct-25,KELUAR,OUT,S015639/S015634,Ribbon Cartridge,EPSON Ribbon Cartridge LQ310,,Lemari Kaca,2,SR1815066 - Putri Purnama Sapey (WB),Ribbon CartridgeEPSON Ribbon Cartridge LQ310,,,,,,,,,,,
1013,28-Oct-25,KELUAR,OUT,TPA-D002K,Keyboard,HP Keyboard,9CT34409WO,Lemari,1,Pos Security,KeyboardHP Keyboard,,,,,,,,,,,
1014,28-Oct-25,MUT K,OUT,S015639/S015634,Ribbon Cartridge,EPSON Ribbon Cartridge LQ310,,Rak F,2,,Ribbon CartridgeEPSON Ribbon Cartridge LQ310,,,,,,,,,,,
1015,28-Oct-25,MUT M,IN,S015639/S015634,Ribbon Cartridge,EPSON Ribbon Cartridge LQ310,,Lemari Kaca,2,,Ribbon CartridgeEPSON Ribbon Cartridge LQ310,,,,,,,,,,,
1016,23-Oct-25,KELUAR,OUT,RPS0100,Power Supply,CORSAIR ATX Power Supply 450W,diganti dengan inforce PSU 500w,Lemari Kaca,1,SR1813078 - Nourman Wilson Sidabariba (QC),Power SupplyCORSAIR ATX Power Supply 450W,,,,,,,,,,,
1017,30-Oct-25,MASUK,IN,DS-3E1510P-EI/M,PoE Switch,HIKVISION 8 Port Gigabit Smart POE Switch,GB7534219,Lemari Kaca,1,"PO 4500435779, PR 1000440548",PoE SwitchHIKVISION 8 Port Gigabit Smart POE Switch,,,,,,,,,,,
1018,30-Oct-25,MASUK,IN,DS-3E1510P-EI/M,PoE Switch,HIKVISION 8 Port Gigabit Smart POE Switch,GB7534227,Lemari Kaca,1,"PO 4500435779, PR 1000440548",PoE SwitchHIKVISION 8 Port Gigabit Smart POE Switch,,,,,,,,,,,
1019,30-Oct-25,MASUK,IN,DS-3E1510P-EI/M,PoE Switch,HIKVISION 8 Port Gigabit Smart POE Switch,GB7534247,Lemari Kaca,1,"PO 4500435779, PR 1000440548",PoE SwitchHIKVISION 8 Port Gigabit Smart POE Switch,,,,,,,,,,,
1020,30-Oct-25,MASUK,IN,DS-3E1510P-EI/M,PoE Switch,HIKVISION 8 Port Gigabit Smart POE Switch,GB7534262,Lemari Kaca,1,"PO 4500435779, PR 1000440548",PoE SwitchHIKVISION 8 Port Gigabit Smart POE Switch,,,,,,,,,,,
1021,30-Oct-25,MASUK,IN,DS-3E1510P-EI/M,PoE Switch,HIKVISION 8 Port Gigabit Smart POE Switch,GB7534335,Lemari Kaca,1,"PO 4500435779, PR 1000440548",PoE SwitchHIKVISION 8 Port Gigabit Smart POE Switch,,,,,,,,,,,
1022,30-Oct-25,KELUAR,OUT,DS-3E1510P-EI/M,PoE Switch,HIKVISION 8 Port Gigabit Smart POE Switch,GB7534219,Lemari Kaca,1,standby di dus maintenance CCTV,PoE SwitchHIKVISION 8 Port Gigabit Smart POE Switch,,,,,,,,,,,
1023,30-Oct-25,KELUAR,OUT,DS-3E1510P-EI/M,PoE Switch,HIKVISION 8 Port Gigabit Smart POE Switch,GB7534227,Lemari Kaca,1,standby di dus maintenance CCTV,PoE SwitchHIKVISION 8 Port Gigabit Smart POE Switch,,,,,,,,,,,
1024,30-Oct-25,KELUAR,OUT,DS-3E1510P-EI/M,PoE Switch,HIKVISION 8 Port Gigabit Smart POE Switch,GB7534247,Lemari Kaca,1,standby di dus maintenance CCTV,PoE SwitchHIKVISION 8 Port Gigabit Smart POE Switch,,,,,,,,,,,
1025,31-Oct-25,MASUK,IN,W1120A,Imaging Drum,HP 120A Original Laser Imaging Drum,CNB2T564RL,Rak F,1,"PO 4500432198, PR 1000417668",Imaging DrumHP 120A Original Laser Imaging Drum,,,,,,,,,,,
1026,31-Oct-25,MASUK,IN,VR0013,Video Conference,LOGITECH Connect,2536ZB81PSZ9,Rak D,1,"PO 4500432198, PR 1000417668",Video ConferenceLOGITECH CONNECT,,,,,,,,,,,
1027,31-Oct-25,KELUAR,OUT,VR0013,Video Conference,LOGITECH Connect,2536ZB81PSZ9,Rak D,1,install di RG Plant,Video ConferenceLOGITECH CONNECT,,,,,,,,,,,
1028,22-Oct-25,KELUAR,OUT,MR36-HW,Cloud managed Network,CISCO Meraki MR36,Q3AJ-EGA8-R4U5,Lemari,1,Kirim ke KRN JKT (ada BA dan Gatepass),Cloud managed NetworkCISCO Meraki MR36,,,,,,,,,,,
1029,22-Oct-25,KELUAR,OUT,MR36-HW,Cloud managed Network,CISCO Meraki MR36,Q3AJ-FH5D-SMFT,Lemari,1,Kirim ke KRN JKT (ada BA dan Gatepass),Cloud managed NetworkCISCO Meraki MR36,,,,,,,,,,,
1030,4-Nov-25,ADJ -,OUT,ST1000DM014,HDD,SEAGATE BARRACUDA 1TB,ZFL79P8S,Lemari,1,,HDDSEAGATE BARRACUDA 1TB,,,,,,,,,,,
1031,3-Nov-25,KELUAR,OUT,CF276A,Printer Cartridge,HP Toner Cartridge 76A Black,,Lemari Kaca,1,SR1820407 - Nimas Ucik Fatimah (RG),Printer CartridgeHP Toner Cartridge 76A Black,,,,,,,,,,,
1032,3-Nov-25,KELUAR,OUT,CF400A,Printer Cartridge,HP Toner Cartridge 201A Black,,Lemari Kaca,1,SR1820463 - Varenza Numithanodya (OLEO),Printer CartridgeHP Toner Cartridge 201A Black,,,,,,,,,,,
1033,3-Nov-25,KELUAR,OUT,CF401A,Printer Cartridge,HP Toner Cartridge 201A Cyan,,Lemari Kaca,1,SR1820463 - Varenza Numithanodya (OLEO),Printer CartridgeHP Toner Cartridge 201A Cyan,,,,,,,,,,,
1034,3-Nov-25,KELUAR,OUT,CF403A,Printer Cartridge,HP Toner Cartridge 201A Magenta,,Lemari Kaca,1,SR1820463 - Varenza Numithanodya (OLEO),Printer CartridgeHP Toner Cartridge 201A Magenta,,,,,,,,,,,
1035,3-Nov-25,MUT K,OUT,NL-HE200,HDMI Extender,NETLINE HDMI Extender 200m Cat5e/6e,,Rak A,5,,HDMI ExtenderNETLINE HDMI Extender 200m Cat5e/6e,,,,,,,,,,,
1036,3-Nov-25,MUT M,IN,NL-HE200,HDMI Extender,NETLINE HDMI Extender 200m Cat5e/6e,,Lemari Kaca,5,,HDMI ExtenderNETLINE HDMI Extender 200m Cat5e/6e,,,,,,,,,,,
1037,4-Nov-25,KELUAR,OUT,MZ-77E500,SSD,SAMSUNG SSD 870 EVO 500GB,S6P6NF0R509699A,Lemari,1,,SSDSAMSUNG SSD 870 EVO 500GB,,,,,,,,,,,
1038,5-Nov-25,MUT K,OUT,CF276A,Printer Cartridge,HP Toner Cartridge 76A Black,,Rak F,1,,Printer CartridgeHP Toner Cartridge 76A Black,,,,,,,,,,,
1039,5-Nov-25,MUT M,IN,CF276A,Printer Cartridge,HP Toner Cartridge 76A Black,,Lemari Kaca,1,,Printer CartridgeHP Toner Cartridge 76A Black,,,,,,,,,,,
1040,5-Nov-25,MUT K,OUT,CF400A,Printer Cartridge,HP Toner Cartridge 201A Black,,Rak F,1,,Printer CartridgeHP Toner Cartridge 201A Black,,,,,,,,,,,
1041,5-Nov-25,MUT M,IN,CF400A,Printer Cartridge,HP Toner Cartridge 201A Black,,Lemari Kaca,1,,Printer CartridgeHP Toner Cartridge 201A Black,,,,,,,,,,,
1042,5-Nov-25,MUT K,OUT,CF403A,Printer Cartridge,HP Toner Cartridge 201A Magenta,,Rak F,1,,Printer CartridgeHP Toner Cartridge 201A Magenta,,,,,,,,,,,
1043,5-Nov-25,MUT M,IN,CF403A,Printer Cartridge,HP Toner Cartridge 201A Magenta,,Lemari Kaca,1,,Printer CartridgeHP Toner Cartridge 201A Magenta,,,,,,,,,,,
1044,5-Nov-25,KELUAR,OUT,,Printer Ink,EPSON Ink 003 Black,,Lemari Kaca,1,SR1822696 - Pani Prima Tambunan (OLEO Tank Farm),Printer InkEPSON Ink 003 Black,,,,,,,,,,,
1045,5-Nov-25,KELUAR,OUT,,Printer Ink,EPSON Ink 003 Cyan,,Lemari Kaca,1,SR1822696 - Pani Prima Tambunan (OLEO Tank Farm),Printer InkEPSON Ink 003 Cyan,,,,,,,,,,,
1046,5-Nov-25,KELUAR,OUT,,Printer Ink,EPSON Ink 003 Magenta,,Lemari Kaca,1,SR1822696 - Pani Prima Tambunan (OLEO Tank Farm),Printer InkEPSON Ink 003 Magenta,,,,,,,,,,,
1047,5-Nov-25,KELUAR,OUT,,Printer Ink,EPSON Ink 003 Yellow,,Lemari Kaca,1,SR1822696 - Pani Prima Tambunan (OLEO Tank Farm),Printer InkEPSON Ink 003 Yellow,,,,,,,,,,,
1048,6-Nov-25,KELUAR,OUT,,Printer Ink,EPSON Ink 003 Black,,Lemari Kaca,1,SR1823396 - Survina Osalia Br Ginting (Desalination),Printer InkEPSON Ink 003 Black,,,,,,,,,,,
1049,6-Nov-25,KELUAR,OUT,,Printer Ink,EPSON Ink 003 Black,,Lemari Kaca,1,SR1823434 - Osmond Wijaya Soegioko (HR),Printer InkEPSON Ink 003 Black,,,,,,,,,,,
1050,6-Nov-25,KELUAR,OUT,,Printer Ink,EPSON Ink 003 Cyan,,Lemari Kaca,1,SR1823434 - Osmond Wijaya Soegioko (HR),Printer InkEPSON Ink 003 Cyan,,,,,,,,,,,
1051,7-Nov-25,MASUK,IN,PoE15F,PoE Injector,TENDA PoE Injector,E5142012436003035,Rak A,1,ELTO 2513 - 4500435778,PoE InjectorTENDA PoE Injector,,,,,,,,,,,
1052,7-Nov-25,MASUK,IN,PoE15F,PoE Injector,TENDA PoE Injector,E5142012436003036,Rak A,1,ELTO 2513 - 4500435778,PoE InjectorTENDA PoE Injector,,,,,,,,,,,
1053,7-Nov-25,MASUK,IN,PoE15F,PoE Injector,TENDA PoE Injector,E5142012436003038,Lemari Kaca,1,ELTO 2513 - 4500435778,PoE InjectorTENDA PoE Injector,,,,,,,,,,,
1054,7-Nov-25,MASUK,IN,PoE15F,PoE Injector,TENDA PoE Injector,E5142012436003044,Lemari Kaca,1,ELTO 2513 - 4500435778,PoE InjectorTENDA PoE Injector,,,,,,,,,,,
1055,7-Nov-25,MASUK,IN,PoE15F,PoE Injector,TENDA PoE Injector,E5142012436003047,Rak A,1,ELTO 2513 - 4500435778,PoE InjectorTENDA PoE Injector,,,,,,,,,,,
1056,7-Nov-25,MASUK,IN,PoE15F,PoE Injector,TENDA PoE Injector,E5142012436003058,Rak A,1,ELTO 2513 - 4500435778,PoE InjectorTENDA PoE Injector,,,,,,,,,,,
1057,7-Nov-25,MASUK,IN,PoE15F,PoE Injector,TENDA PoE Injector,E5142012436003061,Rak A,1,ELTO 2513 - 4500435778,PoE InjectorTENDA PoE Injector,,,,,,,,,,,
1058,7-Nov-25,MASUK,IN,PoE15F,PoE Injector,TENDA PoE Injector,E5142012436003076,Rak A,1,ELTO 2513 - 4500435778,PoE InjectorTENDA PoE Injector,,,,,,,,,,,
1059,7-Nov-25,MASUK,IN,PoE15F,PoE Injector,TENDA PoE Injector,E5142012436003081,Rak A,1,ELTO 2513 - 4500435778,PoE InjectorTENDA PoE Injector,,,,,,,,,,,
1060,7-Nov-25,MASUK,IN,PoE15F,PoE Injector,TENDA PoE Injector,E5142012436003086,Rak A,1,ELTO 2513 - 4500435778,PoE InjectorTENDA PoE Injector,,,,,,,,,,,
1061,7-Nov-25,MASUK,IN,DS-3E1506P-EI/M,PoE Switch,HIKVISION 4 Port Gigabit Smart POE Switch,GA3303432,Rak A,1,ELTO 2513 - 4500435778,PoE SwitchHIKVISION 4 Port Gigabit Smart POE Switch,,,,,,,,,,,
1062,7-Nov-25,MASUK,IN,DS-3E1506P-EI/M,PoE Switch,HIKVISION 4 Port Gigabit Smart POE Switch,GA3303619,Rak A,1,ELTO 2513 - 4500435778,PoE SwitchHIKVISION 4 Port Gigabit Smart POE Switch,,,,,,,,,,,
1063,7-Nov-25,MASUK,IN,DS-3E1506P-EI/M,PoE Switch,HIKVISION 4 Port Gigabit Smart POE Switch,GA3303663,Lemari Kaca,1,ELTO 2513 - 4500435778,PoE SwitchHIKVISION 4 Port Gigabit Smart POE Switch,,,,,,,,,,,
1064,7-Nov-25,MASUK,IN,DS-3E1506P-EI/M,PoE Switch,HIKVISION 4 Port Gigabit Smart POE Switch,GA3303675,Rak A,1,ELTO 2513 - 4500435778,PoE SwitchHIKVISION 4 Port Gigabit Smart POE Switch,,,,,,,,,,,
1065,7-Nov-25,MASUK,IN,DS-3E1506P-EI/M,PoE Switch,HIKVISION 4 Port Gigabit Smart POE Switch,GA3303678,Rak A,1,ELTO 2513 - 4500435778,PoE SwitchHIKVISION 4 Port Gigabit Smart POE Switch,,,,,,,,,,,
1066,7-Nov-25,MASUK,IN,7N914AT,Monitor,Monitor HP P24 G5 FHD,CNC4341158,Rak C,1,ELTO 2513 - 4500435778,MonitorMonitor HP P24 G5 FHD,,,,,,,,,,,
1067,7-Nov-25,MASUK,IN,7N914AT,Monitor,Monitor HP P24 G5 FHD,CNC4341152,Rak C,1,ELTO 2513 - 4500435778,MonitorMonitor HP P24 G5 FHD,,,,,,,,,,,
1068,7-Nov-25,MASUK,IN,7N914AT,Monitor,Monitor HP P24 G5 FHD,CNC4341165,Rak C,1,ELTO 2513 - 4500435778,MonitorMonitor HP P24 G5 FHD,,,,,,,,,,,
1069,7-Nov-25,MASUK,IN,7N914AT,Monitor,Monitor HP P24 G5 FHD,CNC43411NV,Rak C,1,ELTO 2513 - 4500435778,MonitorMonitor HP P24 G5 FHD,,,,,,,,,,,
1070,7-Nov-25,MASUK,IN,7N914AT,Monitor,Monitor HP P24 G5 FHD,CNC43411WW,Rak C,1,ELTO 2513 - 4500435778,MonitorMonitor HP P24 G5 FHD,,,,,,,,,,,
1071,7-Nov-25,MASUK,IN,SIP-T33G,IP-Phone,YEALINK Classic IP Phone SIP-T33G,201046H070000090,Rak D,1,44:DB:D2:FF:FF:44 ELTO 2513 - 4500435778,IP-PhoneYEALINK Classic IP Phone SIP-T33G,,,,,,,,,,,
1072,7-Nov-25,MASUK,IN,SIP-T33G,IP-Phone,YEALINK Classic IP Phone SIP-T33G,201046H070000472,Rak D,1,C4:FC:22:00:03:0D ELTO 2513 - 4500435778,IP-PhoneYEALINK Classic IP Phone SIP-T33G,,,,,,,,,,,
1073,7-Nov-25,MASUK,IN,SIP-T33G,IP-Phone,YEALINK Classic IP Phone SIP-T33G,201046H070000616,Rak D,1,C4:FC:22:00:02:F9 ELTO 2513 - 4500435778,IP-PhoneYEALINK Classic IP Phone SIP-T33G,,,,,,,,,,,
1074,7-Nov-25,MASUK,IN,SIP-T33G,IP-Phone,YEALINK Classic IP Phone SIP-T33G,201046H070000642,Rak D,1,C4:FC:22:00:03:9E ELTO 2513 - 4500435778,IP-PhoneYEALINK Classic IP Phone SIP-T33G,,,,,,,,,,,
1075,7-Nov-25,MASUK,IN,SIP-T33G,IP-Phone,YEALINK Classic IP Phone SIP-T33G,201046H070000721,Rak D,1,44:DB:D2:FF:FE:E6 ELTO 2513 - 4500435778,IP-PhoneYEALINK Classic IP Phone SIP-T33G,,,,,,,,,,,
1076,7-Nov-25,KELUAR,OUT,PoE15F,PoE Injector,TENDA PoE Injector,E5142012436003035,Rak A,1,,PoE InjectorTENDA PoE Injector,,,,,,,,,,,
1077,7-Nov-25,KELUAR,OUT,DS-3E1506P-EI/M,PoE Switch,HIKVISION 4 Port Gigabit Smart POE Switch,GA3303432,Rak A,1,,PoE SwitchHIKVISION 4 Port Gigabit Smart POE Switch,,,,,,,,,,,
1078,7-Nov-25,KELUAR,OUT,PoE15F,PoE Injector,TENDA PoE Injector,E5142012436003036,Rak A,1,standby di dus maintenance CCTV,PoE InjectorTENDA PoE Injector,,,,,,,,,,,
1079,7-Nov-25,KELUAR,OUT,DS-3E1506P-EI/M,PoE Switch,HIKVISION 4 Port Gigabit Smart POE Switch,GA3303619,Rak A,1,standby di dus maintenance CCTV,PoE SwitchHIKVISION 4 Port Gigabit Smart POE Switch,,,,,,,,,,,
1080,7-Nov-25,KELUAR,OUT,,Printer Ink,EPSON Ink 003 Black,,Lemari Kaca,1,SR1824433 - Verdha Ristanti (EXIM),Printer InkEPSON Ink 003 Black,,,,,,,,,,,
1081,7-Nov-25,KELUAR,OUT,CJ688TPBU,Jack Module,PANDUIT Mini-com tx6 Plus Jack Module,,Rak C,1,,Jack ModulePANDUIT Mini-com tx6 Plus Jack Module,,,,,,,,,,,
1082,7-Nov-25,KELUAR,OUT,CF283A,Printer Cartridge,HP Toner Cartridge 83A Black,,Lemari Kaca,1,SR1824571 - Abdul Rouf (Ref),Printer CartridgeHP Toner Cartridge 83A Black,,,,,,,,,,,
1083,12-Nov-25,MUT K,OUT,CF283A,Printer Cartridge,HP Toner Cartridge 83A Black,,Rak F,1,,Printer CartridgeHP Toner Cartridge 83A Black,,,,,,,,,,,
1084,12-Nov-25,MUT M,IN,CF283A,Printer Cartridge,HP Toner Cartridge 83A Black,,Lemari Kaca,1,,Printer CartridgeHP Toner Cartridge 83A Black,,,,,,,,,,,
1085,12-Nov-25,MUT K,OUT,,Printer Ink,EPSON Ink 003 Black,,Rak F,4,,Printer InkEPSON Ink 003 Black,,,,,,,,,,,
1086,12-Nov-25,MUT K,OUT,,Printer Ink,EPSON Ink 003 Cyan,,Rak F,2,,Printer InkEPSON Ink 003 Cyan,,,,,,,,,,,
1087,12-Nov-25,MUT K,OUT,,Printer Ink,EPSON Ink 003 Magenta,,Rak F,1,,Printer InkEPSON Ink 003 Magenta,,,,,,,,,,,
1088,12-Nov-25,MUT K,OUT,,Printer Ink,EPSON Ink 003 Yellow,,Rak F,1,,Printer InkEPSON Ink 003 Yellow,,,,,,,,,,,
1089,12-Nov-25,MUT M,IN,,Printer Ink,EPSON Ink 003 Black,,Lemari Kaca,4,,Printer InkEPSON Ink 003 Black,,,,,,,,,,,
1090,12-Nov-25,MUT M,IN,,Printer Ink,EPSON Ink 003 Cyan,,Lemari Kaca,2,,Printer InkEPSON Ink 003 Cyan,,,,,,,,,,,
1091,12-Nov-25,MUT M,IN,,Printer Ink,EPSON Ink 003 Magenta,,Lemari Kaca,1,,Printer InkEPSON Ink 003 Magenta,,,,,,,,,,,
1092,12-Nov-25,MUT M,IN,,Printer Ink,EPSON Ink 003 Yellow,,Lemari Kaca,1,,Printer InkEPSON Ink 003 Yellow,,,,,,,,,,,
1093,17-Nov-25,ADJ -,OUT,BF 3382,Cable Adapter,BAFO DP to HDMI Adapter,,Lemari Kaca,1,,Cable AdapterBAFO DP to HDMI Adapter,,,,,,,,,,,
1094,18-Nov-25,KELUAR,OUT,C13T774100,Printer Ink,Epson Black ink 774,,Lemari Kaca,1,SR1831613 - Catrin Milenia Pangau (Store Project),Printer InkEpson Black ink 774,,,,,,,,,,,
1095,18-Nov-25,KELUAR,OUT,,Printer Ink,EPSON Ink 664 Cyan,,Lemari Kaca,1,SR1831613 - Catrin Milenia Pangau (Store Project),Printer InkEPSON Ink 664 Cyan,,,,,,,,,,,
1096,18-Nov-25,KELUAR,OUT,,Printer Ink,EPSON Ink 664 Magenta,,Lemari Kaca,1,SR1831613 - Catrin Milenia Pangau (Store Project),Printer InkEPSON Ink 664 Magenta,,,,,,,,,,,
1097,18-Nov-25,KELUAR,OUT,,Printer Ink,EPSON Ink 664 Yellow,,Lemari Kaca,1,SR1831613 - Catrin Milenia Pangau (Store Project),Printer InkEPSON Ink 664 Yellow,,,,,,,,,,,
1098,19-Nov-25,KELUAR,OUT,,Keyboard Mouse,LOGITECH Silent Wireless Combo,,Lemari,1,SR1832628 - RG Meeting Room,Keyboard MouseLOGITECH Silent Wireless Combo,,,,,,,,,,,
1099,19-Nov-25,MUT K,OUT,C13T774100,Printer Ink,Epson Black ink 774,,Rak F,1,,Printer InkEpson Black ink 774,,,,,,,,,,,
1100,19-Nov-25,MUT K,OUT,,Printer Ink,EPSON Ink 664 Cyan,,Rak F,1,,Printer InkEPSON Ink 664 Cyan,,,,,,,,,,,
1101,19-Nov-25,MUT K,OUT,,Printer Ink,EPSON Ink 664 Magenta,,Rak F,1,,Printer InkEPSON Ink 664 Magenta,,,,,,,,,,,
1102,19-Nov-25,MUT K,OUT,,Printer Ink,EPSON Ink 664 Yellow,,Rak F,1,,Printer InkEPSON Ink 664 Yellow,,,,,,,,,,,
1103,19-Nov-25,MUT M,IN,C13T774100,Printer Ink,Epson Black ink 774,,Lemari Kaca,1,,Printer InkEpson Black ink 774,,,,,,,,,,,
1104,19-Nov-25,MUT M,IN,,Printer Ink,EPSON Ink 664 Cyan,,Lemari Kaca,1,,Printer InkEPSON Ink 664 Cyan,,,,,,,,,,,
1105,19-Nov-25,MUT M,IN,,Printer Ink,EPSON Ink 664 Magenta,,Lemari Kaca,1,,Printer InkEPSON Ink 664 Magenta,,,,,,,,,,,
1106,19-Nov-25,MUT M,IN,,Printer Ink,EPSON Ink 664 Yellow,,Lemari Kaca,1,,Printer InkEPSON Ink 664 Yellow,,,,,,,,,,,
1107,19-Nov-25,MUT K,OUT,BF 3382,Cable Adapter,BAFO DP to HDMI Adapter,,Rak A,7,,Cable AdapterBAFO DP to HDMI Adapter,,,,,,,,,,,
1108,19-Nov-25,MUT M,IN,BF 3382,Cable Adapter,BAFO DP to HDMI Adapter,,Lemari Kaca,7,,Cable AdapterBAFO DP to HDMI Adapter,,,,,,,,,,,
1109,19-Nov-25,ADJ -,OUT,V-U0032/V-U0033/V-U0036,Video Conference,LOGITECH Group,2031LZ56BCM8,Rak D,1,,Video ConferenceLOGITECH Group,,,,,,,,,,,
1110,22-Nov-25,ADJ -,OUT,,RJ45,RJ45 COMMSCOPE,,Lemari,2,,RJ45RJ45 COMMSCOPE,,,,,,,,,,,
1111,22-Nov-25,ADJ -,OUT,CJ688TPBU,Jack Module,PANDUIT Mini-com tx6 Plus Jack Module,,Lemari,1,,Jack ModulePANDUIT Mini-com tx6 Plus Jack Module,,,,,,,,,,,
1112,24-Nov-25,MASUK,IN,WDBBGB0220HBK-SESN,HDD External,WD External HDD MYBOOK 22 TB,21J15KKF,Lemari,1,"PR 1000450741, PO 4500445789",HDD ExternalWD External HDD MYBOOK 22 TB,,,,,,,,,,,
1113,24-Nov-25,MASUK,IN,WDBBGB0220HBK-SESN,HDD External,WD External HDD MYBOOK 22 TB,21HXPREF,Lemari,1,"PR 1000450741, PO 4500445789",HDD ExternalWD External HDD MYBOOK 22 TB,,,,,,,,,,,
1114,24-Nov-25,MASUK,IN,M-U0026,Mouse,LOGITECH Mouse,2534APJGK1T8,Lemari Kaca,1,"ELTO 2502, PR 1000417668, PO 4500442010",MouseLogitech Mouse,,,,,,,,,,,
1115,24-Nov-25,MASUK,IN,M-U0026,Mouse,LOGITECH Mouse,2534APEGK1S8,Lemari Kaca,1,"ELTO 2502, PR 1000417668, PO 4500442010",MouseLogitech Mouse,,,,,,,,,,,
1116,24-Nov-25,MASUK,IN,M-U0026,Mouse,LOGITECH Mouse,2534APXGK1Q8,Lemari Kaca,1,"ELTO 2502, PR 1000417668, PO 4500442010",MouseLogitech Mouse,,,,,,,,,,,
